loss,box_loss,class_loss,val_loss,val_box_loss,val_class_loss,lr
1.1459962129592896,0.8443676829338074,0.301628053188324,2.485724687576294,1.3781371116638184,1.1075867414474487,1.0000001e-05
1.1419129371643066,0.8413807153701782,0.3005332350730896,2.5026724338531494,1.4055397510528564,1.0971319675445557,1.0000001e-05
1.135787844657898,0.8380551934242249,0.2977322041988373,2.4608218669891357,1.383602261543274,1.0772178173065186,1.0000001e-05
1.144996166229248,0.8463538885116577,0.29864150285720825,2.48238205909729,1.4075804948806763,1.074799656867981,1.0000001e-05
1.1428956985473633,0.8460028171539307,0.2968939542770386,2.4593520164489746,1.3903733491897583,1.0689808130264282,1.0000001e-05
1.144454836845398,0.8448707461357117,0.2995833456516266,2.440744638442993,1.3783575296401978,1.0623878240585327,1.0000001e-06
1.137007236480713,0.8392907381057739,0.2977176308631897,2.501950979232788,1.413434386253357,1.0885145664215088,1.0000001e-06
1.1311254501342773,0.8363320231437683,0.2947927415370941,2.476074695587158,1.3983807563781738,1.0776931047439575,1.0000001e-06
1.141500473022461,0.8427249789237976,0.2987740635871887,2.4499289989471436,1.3840181827545166,1.0659087896347046,1.0000001e-06
1.1505935192108154,0.8497006893157959,0.3008928596973419,2.4388365745544434,1.3824105262756348,1.0564274787902832,1.0000001e-06
1.1400853395462036,0.8434492349624634,0.2966345548629761,2.470287561416626,1.4003911018371582,1.069895625114441,1.0000001e-06
1.139611840248108,0.8462487459182739,0.2933640480041504,2.446352243423462,1.3855997323989868,1.0607526302337646,1.0000001e-06
1.1358754634857178,0.8383377194404602,0.29753655195236206,2.4376559257507324,1.3748589754104614,1.062796950340271,1.0000001e-06
1.1390368938446045,0.8420481085777283,0.2969888746738434,2.446709632873535,1.3814140558242798,1.0652955770492554,1.0000001e-06
1.1419909000396729,0.8423993587493896,0.2995911240577698,2.4864184856414795,1.4156800508499146,1.0707374811172485,1.0000001e-06
1.1425979137420654,0.8433197140693665,0.2992786467075348,2.3730456829071045,1.3525205850601196,1.0205247402191162,1.0000001e-06
1.1384239196777344,0.8428939580917358,0.29552942514419556,2.4396016597747803,1.3905041217803955,1.0490970611572266,1.0000001e-06
1.1371567249298096,0.8387149572372437,0.2984423041343689,2.441365957260132,1.3804526329040527,1.0609124898910522,1.0000001e-06
1.140803337097168,0.8465441465377808,0.2942587733268738,2.4106638431549072,1.3655555248260498,1.0451083183288574,1.0000001e-06
1.1378982067108154,0.842348039150238,0.29554882645606995,2.4152543544769287,1.3600656986236572,1.0551878213882446,1.0000001e-06
1.142896056175232,0.8451510071754456,0.2977443039417267,2.3939409255981445,1.3622976541519165,1.0316423177719116,1.0000001e-06
1.1487330198287964,0.8504597544670105,0.29827311635017395,2.4282732009887695,1.376315712928772,1.0519572496414185,1.0000001e-07
1.14468252658844,0.843324601650238,0.3013574182987213,2.4222097396850586,1.3851866722106934,1.0370234251022339,1.0000001e-07
1.1392145156860352,0.8382171988487244,0.30099794268608093,2.4049718379974365,1.3688157796859741,1.036155343055725,1.0000001e-07
1.1337686777114868,0.8370818495750427,0.296687513589859,2.417165756225586,1.364767074584961,1.0523990392684937,1.0000001e-07
1.1464484930038452,0.8474701642990112,0.298978328704834,2.428805112838745,1.3615683317184448,1.0672377347946167,1.0000001e-07
