loss,box_loss,class_loss,val_loss,val_box_loss,val_class_loss,lr
1.309960126876831,0.9744809865951538,0.3354795277118683,3.2048580646514893,1.5796812772750854,1.625176191329956,0.001
1.2922205924987793,0.9585382342338562,0.33368411660194397,3.1904473304748535,1.5736584663391113,1.6167874336242676,0.001
1.3154281377792358,0.9795004725456238,0.335927277803421,3.1431384086608887,1.572105050086975,1.5710326433181763,0.001
1.2874826192855835,0.9585123062133789,0.3289719223976135,3.220818042755127,1.5149407386779785,1.70587956905365,0.001
1.2954456806182861,0.9628409743309021,0.3326054513454437,3.2521939277648926,1.7242740392684937,1.5279192924499512,0.001
1.2932829856872559,0.9630183577537537,0.33026471734046936,3.0117905139923096,1.528480887413025,1.4833076000213623,0.001
1.2728033065795898,0.9483765959739685,0.3244275152683258,3.1649625301361084,1.6713041067123413,1.4936593770980835,0.001
1.2603814601898193,0.942918598651886,0.31746429204940796,3.15555477142334,1.618903636932373,1.5366544723510742,0.001
1.2627487182617188,0.9443148970603943,0.31843388080596924,3.1410844326019287,1.6532080173492432,1.4878748655319214,0.001
1.281563401222229,0.9548537731170654,0.32671117782592773,2.8651604652404785,1.4653557538986206,1.3998041152954102,0.001
1.264591097831726,0.9468919038772583,0.31769973039627075,3.4770307540893555,1.8344948291778564,1.6425355672836304,0.001
1.2553491592407227,0.939161479473114,0.316189169883728,3.5299696922302246,1.8487492799758911,1.6812207698822021,0.001
1.2513519525527954,0.93836909532547,0.3129836916923523,3.507814645767212,1.7953517436981201,1.7124632596969604,0.001
1.2666893005371094,0.9487932324409485,0.3178958296775818,3.1021344661712646,1.5105910301208496,1.5915454626083374,0.001
1.2468855381011963,0.932955801486969,0.3139307200908661,3.2469422817230225,1.6545590162277222,1.5923863649368286,0.001
1.2794437408447266,0.9247080683708191,0.35473406314849854,2.5332653522491455,1.4065570831298828,1.1267107725143433,0.000100000005
1.1922986507415771,0.8849873542785645,0.3073110282421112,2.6055543422698975,1.417197823524475,1.1883575916290283,0.000100000005
1.1762127876281738,0.8744569420814514,0.30175626277923584,2.6887378692626953,1.4483096599578857,1.2404272556304932,0.000100000005
1.1545450687408447,0.8582053780555725,0.2963407635688782,2.7623448371887207,1.5148674249649048,1.2474771738052368,0.000100000005
1.1489009857177734,0.8538035154342651,0.2950975298881531,2.73067045211792,1.449387788772583,1.2812834978103638,0.000100000005
1.1504452228546143,0.8593791127204895,0.29106470942497253,2.74180269241333,1.464825987815857,1.2769776582717896,0.000100000005
1.200015902519226,0.8666394948959351,0.33337631821632385,2.4701645374298096,1.379150390625,1.0910147428512573,1.0000001e-05
1.1635757684707642,0.8541921377182007,0.3093821406364441,2.439074754714966,1.3643234968185425,1.0747497081756592,1.0000001e-05
